Date,Total_Cumulative_Cases,New_Cases,PCR,Recovered,Deaths,Daily_Positive__age,Country,RDT,Local_Transmissions,Imported_Cases,Cum_Deaths,Cum_Recovery,CFR_,ObjectId,GlobalID,CreationDate,Creator,EditDate,Editor,active_cases,hospitalized_case,condition_mild_to_moderate,condition_severe,condition_ICU,key_notes
6/29/2020 0:00,574,,,,,,Zimbabwe,,,,7,152,,207,1c86ef40-7490-40d4-a2ac-3ccb1a23c011,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,415,,,,,
6/28/2020 0:00,564,,,,,,Zimbabwe,,,,6,142,,206,3e880e9a-d7c9-4b66-9e70-3cb10b469ca3,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,416,,,,,
6/27/2020 0:00,564,,,,,,Zimbabwe,,,,6,142,,205,d9f8c4a9-4088-4757-9b7f-3ae77c7a9da1,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,416,,,,,
6/26/2020 0:00,559,,,,,,Zimbabwe,,,,6,135,,204,8c8f42d5-d698-48f3-8d9a-3950139f18a8,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,418,,,,,
6/25/2020 0:00,551,,,,,,Zimbabwe,,,,6,128,,203,d0252df9-260d-42b0-8633-c777f49722e1,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,417,,,,,
6/24/2020 0:00,530,,,,,,Zimbabwe,,,,6,123,,202,fbee412a-bda6-4c50-bc6b-34b5ebbb8156,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,401,,,,,
6/23/2020 0:00,525,,,,,,Zimbabwe,,,,4,64,,201,7f1e05c9-3ede-46cd-8480-cc236bd62d83,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,457,,,,,
6/22/2020 0:00,512,,,,,,Zimbabwe,,,,4,64,,200,33551e78-026a-4930-98c4-312f4c57fc52,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,444,,,,,
6/21/2020 0:00,489,,,,,,Zimbabwe,,,,4,64,,199,36135db3-1fb5-4490-807d-a78c55c387ba,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,421,,,,,
6/20/2020 0:00,486,,,,,,Zimbabwe,,,,4,64,,198,80e7d4a9-bd94-4cf3-8081-09869b6f8823,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,418,,,,,
6/19/2020 0:00,479,,,,,,Zimbabwe,,,,4,63,,197,0ffbcd6b-9c3b-4b87-8b19-d7a87e46808c,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,412,,,,,
6/18/2020 0:00,463,,,,,,Zimbabwe,,,,4,63,,196,bcdb2770-f891-4a0f-9296-03bd457fc274,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,396,,,,,
6/17/2020 0:00,401,,,,,,Zimbabwe,,,,4,63,,195,6341f6e7-d336-4f6a-b7a1-9edc417ad627,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,334,,,,,
6/16/2020 0:00,391,,,,,,Zimbabwe,,,,4,62,,194,704193ee-d0d9-4daa-a106-aad5c40d25a9,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,325,,,,,
6/15/2020 0:00,386,,,,,,Zimbabwe,,,,4,54,,193,ec7a118c-90fa-457d-8ad4-46d72b725baa,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,328,,,,,
6/14/2020 0:00,382,,,,,,Zimbabwe,,,,4,54,,192,492dff09-ac7b-4611-87d8-c6205c46368a,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,324,,,,,
6/13/2020 0:00,351,,,,,,Zimbabwe,,,,4,54,,191,cc75f2f0-dcc3-419f-bfc3-612a53756a71,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,293,,,,,
6/12/2020 0:00,345,,,,,,Zimbabwe,,,,4,51,,190,4cd04148-fa40-4166-9504-c7e435b87c95,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,290,,,,,
6/11/2020 0:00,335,,,,,,Zimbabwe,,,,4,51,,189,c468e42a-5959-4c2a-9eb1-a4586a8ed657,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,280,,,,,
6/10/2020 0:00,326,,,,,,Zimbabwe,,,,4,49,,188,f79e9400-e203-40a1-a6bd-a9b099766750,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,273,,,,,
6/9/2020 0:00,314,,,,,,Zimbabwe,,,,4,46,,187,1efc2e09-b343-4c99-92ae-29f316c45203,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,264,,,,,
6/8/2020 0:00,287,,,,,,Zimbabwe,,,,4,46,,186,5ed3c666-b23b-479c-ab5c-afe0efc1c3e2,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,237,,,,,
6/7/2020 0:00,283,,,,,,Zimbabwe,,,,4,34,,185,1257b826-4af3-44c7-8084-35a70624133d,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,245,,,,,
6/6/2020 0:00,274,,,,,,Zimbabwe,,,,4,33,,184,0e7be839-0d80-44c4-8992-f7f93f5e5881,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,237,,,,,
6/5/2020 0:00,265,,,,,,Zimbabwe,,,,4,33,,183,f99ed946-738c-46e5-90bd-883e7a0e6789,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,228,,,,,
6/4/2020 0:00,234,,,,,,Zimbabwe,,,,4,31,,182,900f114b-e989-4555-9cd2-29cbe83339fc,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,199,,,,,
6/3/2020 0:00,222,,,,,,Zimbabwe,,,,4,29,,181,5c47afcd-2642-43ca-8505-b6e141669cb5,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,189,,,,,
6/2/2020 0:00,206,,,,,,Zimbabwe,,,,4,29,,180,5148c5a1-49a6-4b60-a6df-a8c11205e1a2,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,173,,,,,
6/1/2020 0:00,203,,,,,,Zimbabwe,,,,4,29,,179,62a5476f-4bc7-449c-88e7-08f74c622c95,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,170,,,,,
5/31/2020 0:00,178,,,,,,Zimbabwe,,,,4,29,,178,d262767e-cbbe-40b5-a754-3a7bddd4b9d7,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,145,,,,,
5/30/2020 0:00,174,,,,,,Zimbabwe,,,,4,29,,177,70bbf825-aed3-4161-b088-feea80fe569b,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,141,,,,,
5/29/2020 0:00,160,,,,,,Zimbabwe,,,,4,29,,176,afe3770f-df37-4510-ab9f-be4522a69f2c,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,127,,,,,
5/28/2020 0:00,149,,,,,,Zimbabwe,,,,4,28,,175,28e73565-4b8a-42a3-85f7-1a0e705301ca,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,117,,,,,
5/27/2020 0:00,132,,,,,,Zimbabwe,,,,4,25,,174,3c84e1e6-8916-42b7-8864-5ecda17988bc,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,103,,,,,
5/26/2020 0:00,79,,,,,,Zimbabwe,,,,4,25,,173,20690288-98ab-45ae-b5a7-5a2293c200d3,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,50,,,,,
5/25/2020 0:00,79,,,,,,Zimbabwe,,,,4,25,,172,58ee0493-1c07-43f0-96dc-63e2e4c2a7a4,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,50,,,,,
5/24/2020 0:00,79,,,,,,Zimbabwe,,,,4,25,,171,196f4ba5-6b2d-4a38-bb88-73a261c50bdf,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,50,,,,,
5/23/2020 0:00,79,,,,,,Zimbabwe,,,,4,23,,170,a4ddb2f0-f14d-44be-bbbb-ecae6eff032d,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,52,,,,,
5/22/2020 0:00,56,,,,,,Zimbabwe,,,,4,18,,169,1491258c-98c2-4af3-8e0c-3c32cbea130f,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,34,,,,,
5/21/2020 0:00,51,,,,,,Zimbabwe,,,,4,18,,168,0ed8b36e-c4b7-4953-b77f-1833bd95a257,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,29,,,,,
5/20/2020 0:00,48,,,,,,Zimbabwe,,,,4,18,,167,6434c8c9-f88e-44c6-ad06-618750f6928b,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,26,,,,,
5/19/2020 0:00,46,,,,,,Zimbabwe,,,,4,18,,166,68b80fec-1217-4519-90ab-589f087b1001,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,24,,,,,
5/18/2020 0:00,46,,,,,,Zimbabwe,,,,4,18,,165,3a8aa628-ce67-4017-beda-4dcbe3db6441,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,24,,,,,
5/17/2020 0:00,46,,,,,,Zimbabwe,,,,4,18,,164,1c693ed4-1bd8-4c48-b61f-a79b131511db,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,24,,,,,
5/16/2020 0:00,44,,,,,,Zimbabwe,,,,4,17,,163,f37c2f49-79d6-4e6a-9325-56c8d6ca7f2a,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,23,,,,,
5/15/2020 0:00,42,,,,,,Zimbabwe,,,,4,13,,162,37ff8de6-7c0b-489d-837a-9f3dc9b52026,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,25,,,,,
5/14/2020 0:00,38,,,,,,Zimbabwe,,,,4,13,,161,95641d83-5886-4b2c-abd5-f126d0e4cbff,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,21,,,,,
5/13/2020 0:00,37,,,,,,Zimbabwe,,,,4,13,,160,3dff422d-a151-4fd7-9821-6b60ae607c43,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,20,,,,,
5/12/2020 0:00,37,,,,,,Zimbabwe,,,,4,12,,159,8defead9-306f-4816-ad15-da1556ddd8fb,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,21,,,,,
5/11/2020 0:00,37,,,,,,Zimbabwe,,,,4,12,,158,88d85f45-1eb6-4a39-a880-d207b03ad517,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,21,,,,,
5/10/2020 0:00,36,,,,,,Zimbabwe,,,,4,9,,124,bd9ab457-04a4-4820-9431-70cd9c7e7ffe,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,23,,,,,
5/9/2020 0:00,36,,,,,,Zimbabwe,,,,4,9,,52,13f92781-409f-497d-8110-3a7b164c7a12,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,23,,,,,
5/8/2020 0:00,35,,,,,,Zimbabwe,,,,4,9,,51,0e3b95e5-616b-418b-8978-db988d9dadc5,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,22,,,,,
5/7/2020 0:00,34,,,,,,Zimbabwe,,,,4,9,,50,b6e9c69b-de6e-4ddc-998a-08658af893c0,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,21,,,,,
5/6/2020 0:00,34,,,,,,Zimbabwe,,,,4,5,,49,caf6714e-d353-4c53-a831-aa272cd9925e,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,25,,,,,
5/5/2020 0:00,34,,,,,,Zimbabwe,,,,4,5,,48,87230d6a-028f-4384-869a-fb927fa7df10,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,25,,,,,
5/4/2020 0:00,34,,,,,,Zimbabwe,,,,4,5,,47,40546fe5-c1ba-4d56-bf6e-d9a593016a72,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,25,,,,,
5/3/2020 0:00,34,,,,,,Zimbabwe,,,,4,5,,46,c8ecb787-7a88-4aad-9edd-9e4376685e79,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,25,,,,,
5/2/2020 0:00,34,,,,,,Zimbabwe,,,,4,5,,45,bc47d7d7-79d7-4b27-8df0-0783fc328f86,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,25,,,,,
5/1/2020 0:00,34,,,,,,Zimbabwe,,,,4,5,,44,8bc538b0-7f72-4ff0-add6-daa8c0404e85,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,25,,,,,
4/30/2020 0:00,34,,,,,,Zimbabwe,,,,4,5,,43,e9e081b2-2b78-4298-a387-e6f604a7c685,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,25,,,,,
4/29/2020 0:00,34,,,,,,Zimbabwe,,,,4,5,,42,532f55e8-3431-4998-b7cc-44689d5b9d87,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,25,,,,,
4/28/2020 0:00,32,,,,,,Zimbabwe,,,,4,5,,41,31f38b64-51b3-4741-999a-a8688577e1e9,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,23,,,,,
4/27/2020 0:00,32,,,,,,Zimbabwe,,,,4,5,,40,d70f7377-8d8b-4929-93ae-86674abeecfc,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,23,,,,,
4/26/2020 0:00,32,,,,,,Zimbabwe,,,,4,5,,39,c4f9dd09-694d-4a07-a3f6-d3af333d6a4a,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,23,,,,,
4/25/2020 0:00,31,,,,,,Zimbabwe,,,,4,2,,38,7b5df18f-fd8d-4125-a16f-39ffdec9fa33,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,25,,,,,
4/24/2020 0:00,31,,,,,,Zimbabwe,,,,4,2,,37,5f80b68b-5dca-48d7-acf1-aa619f3d3e72,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,25,,,,,
4/23/2020 0:00,28,,,,,,Zimbabwe,,,,4,2,,36,1e7b3c8a-5f59-4aec-8446-e645445e5779,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,22,,,,,
4/22/2020 0:00,28,,,,,,Zimbabwe,,,,4,2,,35,b6bb933b-4d0e-4b13-bde5-5b6565c34287,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,22,,,,,
4/21/2020 0:00,28,,,,,,Zimbabwe,,,,3,2,,34,b7df5119-df59-4f03-82a3-916634f70bc5,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,23,,,,,
4/20/2020 0:00,27,,,,,,Zimbabwe,,,,3,2,,33,01461f5d-6182-4831-808a-55061a2dfba7,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,22,,,,,
4/19/2020 0:00,24,,,,,,Zimbabwe,,,,3,2,,32,d9f5cae4-152c-4ebc-b3bf-ae3b270680c3,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,19,,,,,
4/18/2020 0:00,24,,,,,,Zimbabwe,,,,3,2,,31,36bd6a09-8f87-49c9-90a3-c096ca6ed73e,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,19,,,,,
4/17/2020 0:00,24,,,,,,Zimbabwe,,,,3,2,,30,d0d66916-c988-4321-8ee2-f4c5fc94597a,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,19,,,,,
4/16/2020 0:00,23,,,,,,Zimbabwe,,,,3,2,,29,01817764-db31-4e17-a9b9-f10f951de208,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,18,,,,,
4/15/2020 0:00,23,,,,,,Zimbabwe,,,,3,1,,28,cc3fbaa9-98a5-4d54-b115-a067385179fe,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,19,,,,,
4/14/2020 0:00,22,,,,,,Zimbabwe,,,,3,0,,27,ac1b44d2-7a54-4d40-9c4a-19a7db272543,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,19,,,,,
4/13/2020 0:00,16,,,,,,Zimbabwe,,,,3,0,,26,5e1c945e-8ca7-414f-862b-675249ae542b,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,13,,,,,
4/12/2020 0:00,13,,,,,,Zimbabwe,,,,3,0,,25,b6fd3f69-684e-40f9-ac4d-79e9fe9869af,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,10,,,,,
4/11/2020 0:00,13,,,,,,Zimbabwe,,,,3,0,,24,e021af2a-b6e5-4fce-b131-cf06597cf300,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,10,,,,,
4/10/2020 0:00,13,,,,,,Zimbabwe,,,,3,0,,23,70e530ec-5cbd-45a5-8d65-65320160b647,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,10,,,,,
4/9/2020 0:00,12,,,,,,Zimbabwe,,,,3,0,,22,fdb737fd-bdff-4a43-b45b-73555b561125,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,9,,,,,
4/8/2020 0:00,10,,,,,,Zimbabwe,,,,3,0,,21,6f5aa3c4-2e7a-48af-a823-9dd67a8bd62c,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,7,,,,,
4/7/2020 0:00,10,,,,,,Zimbabwe,,,,2,0,,20,58ddc9a4-95b2-4752-a145-1721632794ca,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,8,,,,,
4/6/2020 0:00,10,,,,,,Zimbabwe,,,,1,0,,19,99e7405a-cefa-4439-8ea1-eb7f07414dc6,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,9,,,,,
4/5/2020 0:00,10,,,,,,Zimbabwe,,,,1,0,,18,42845888-10b5-47ba-b302-96d0d26f8b51,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,9,,,,,
4/4/2020 0:00,9,,,,,,Zimbabwe,,,,1,0,,17,6f85892e-df56-4901-a42e-c9eb618a02b5,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,8,,,,,
4/3/2020 0:00,9,,,,,,Zimbabwe,,,,1,0,,16,2869cd49-96ae-4fea-8172-f8a0779939ac,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,8,,,,,
4/2/2020 0:00,9,,,,,,Zimbabwe,,,,1,0,,15,84031d53-b84e-4c85-a878-4b24a5b1a625,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,8,,,,,
4/1/2020 0:00,9,,,,,,Zimbabwe,,,,1,0,,14,29f61f5b-c094-49b1-9cc7-2bb78cdcc25a,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,8,,,,,
3/31/2020 0:00,8,,,,,,Zimbabwe,,,,1,0,,13,7295f636-d640-40ce-8011-05f226709344,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,7,,,,,
3/30/2020 0:00,8,,,,,,Zimbabwe,,,,1,0,,12,ad1ccc1e-de3f-4e3c-acdf-a70e05a63aee,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,7,,,,,
3/29/2020 0:00,7,,,,,,Zimbabwe,,,,1,0,,11,d0d33d48-0370-4a8d-a41c-ec07a5617bc7,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,6,,,,,
3/28/2020 0:00,7,,,,,,Zimbabwe,,,,1,0,,10,6ce76161-92b8-4087-bbc3-fb5f3563d816,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,6,,,,,
3/27/2020 0:00,7,,,,,,Zimbabwe,,,,1,0,,9,727c0fb3-f50d-4147-899a-7937335dfc90,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,6,,,,,
3/26/2020 0:00,5,,,,,,Zimbabwe,,,,1,0,,8,3b0aab6d-dd81-4bad-a63d-9da73ad7568d,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,4,,,,,
3/25/2020 0:00,3,,,,,,Zimbabwe,,,,1,0,,7,123fdb44-3ae6-4047-8953-be3e61567448,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2,,,,,
3/24/2020 0:00,3,,,,,,Zimbabwe,,,,1,0,,6,04bcf030-8047-42d9-af88-47fea0d23cd7,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2,,,,,
3/23/2020 0:00,2,,,,,,Zimbabwe,,,,1,0,,5,f4881e39-382e-4541-8e8f-0de143272e88,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1,,,,,
3/22/2020 0:00,2,,,,,,Zimbabwe,,,,0,0,,4,9c8098e3-5f1d-4614-8cb8-b5e88f56b76e,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2,,,,,
3/21/2020 0:00,2,,,,,,Zimbabwe,,,,0,0,,3,ddd6a289-6657-4799-a3dc-e7dbeb34e739,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2,,,,,
3/20/2020 0:00,1,,,,,,Zimbabwe,,,,0,0,,2,d6239990-39de-4a03-a9f6-ec0f9d38db4a,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1,,,,,
3/19/2020 0:00,0,,34711,,,,Zimbabwe,,,,0,0,,1,13b36c6d-d2e2-4540-855c-417a46f62235,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,0,,,,,
,,,,,,,Zimbabwe,,,,,,,104,3ed47362-18cc-4f58-b521-964eb9eff804,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,,,,,,
,,,,,,,,,,,,,,279,3c304636-e146-4b64-b709-64f1c7479afc,12/6/2020 21:06,,2/2/2021 9:30,surveyor_jr,,,,,,
,,,,,,,,,,,,,,314,cff5cc1e-68aa-4d5c-96e8-9fb66dbfc1c8,1/10/2021 22:02,,2/2/2021 9:30,surveyor_jr,,,,,,
,,,,,,,,,,,,,,337,3108b6ef-da8a-4dde-b35b-f4a1194ad2a9,2/1/2021 21:28,,2/2/2021 9:30,surveyor_jr,,,,,,
