Date,Total_Cumulative_Cases,New_Cases,PCR,Recovered,Deaths,Daily_Positive__age,Country,RDT,Local_Transmissions,Imported_Cases,Cum_Deaths,Cum_Recovery,CFR_,ObjectId,GlobalID,CreationDate,Creator,EditDate,Editor,active_cases,hospitalized_case,condition_mild_to_moderate,condition_severe,condition_ICU,key_notes
10/20/2020 0:00,8187,28,791,9,1,3.539823009,Zimbabwe,,20,8,233,7692,,60,9d3cad05-d5b9-4c21-b378-7963f76a4c04,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,262,,,,,
10/19/2020 0:00,8159,12,564,5,1,2.127659574,Zimbabwe,,12,0,232,7683,,59,949d1d63-b2d5-4756-9cd7-8f485ea70bb6,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,244,,,,,
10/18/2020 0:00,8147,37,263,5,0,14.06844106,Zimbabwe,,37,0,231,7678,,58,9de0613f-b812-4202-8abb-6e500b6d2f12,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,238,,,,,
10/17/2020 0:00,8110,11,804,0,0,1.368159204,Zimbabwe,,10,1,231,7673,,57,cbdae6c3-38ba-4a61-afd7-f7b42e4c8b08,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,206,,,,,
10/16/2020 0:00,8099,24,615,4,0,3.902439024,Zimbabwe,,24,0,231,7673,,56,81bee9eb-7286-4161-a8dd-b2380204f311,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,195,,,,,
10/15/2020 0:00,8075,20,818,29,0,2.444987775,Zimbabwe,,17,3,231,7669,,55,f128d684-a1a6-40ef-90a0-4f817a355f4a,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,175,,,,,
10/14/2020 0:00,8055,19,615,8,1,3.089430894,Zimbabwe,,18,1,231,7640,,54,3460fdac-c352-4b4e-9349-56e5ed728a61,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,184,,,,,
10/13/2020 0:00,8036,15,588,5,0,2.551020408,Zimbabwe,,15,0,230,7632,,53,0edb8812-2909-4d37-b50d-ec852ab324ec,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,174,,,,,
10/12/2020 0:00,8021,10,481,1122,0,2.079002079,Zimbabwe,,10,0,230,7627,,157,a572e994-a8b6-4c57-bca3-8f783af41ae0,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,164,,,,,
10/11/2020 0:00,8011,1,597,12,0,0.167504188,Zimbabwe,,1,0,230,6504,,156,5d5d1daf-84f0-41e3-9440-b9cb6ac447e5,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1277,,,,,
10/10/2020 0:00,8010,16,604,18,1,2.649006623,Zimbabwe,,16,0,230,6492,,155,3ddf5333-70e3-4565-a6d0-e2ddb291ec96,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1288,,,,,
10/9/2020 0:00,7994,43,123,28,0,34.95934959,Zimbabwe,,42,1,229,6474,,154,61b1dca3-33aa-4b21-95c8-1cfdda907381,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1291,,,,,
10/8/2020 0:00,7951,32,929,5,0,3.444564047,Zimbabwe,,32,0,229,6448,,153,b490b294-2930-4d8b-8023-23926804859d,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1274,,,,,
10/7/2020 0:00,7919,4,759,1,0,0.527009223,Zimbabwe,,4,0,229,6441,,152,81cfec0e-498f-4812-9aed-7799194b9a48,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1249,,,,,
10/6/2020 0:00,7915,17,899,16,1,1.890989989,Zimbabwe,,15,2,229,6440,,151,eb8eb963-c981-455e-9060-42c37c2558f5,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1246,,,,,
10/5/2020 0:00,7898,10,929,65,0,1.076426265,Zimbabwe,,10,0,228,6424,,150,115d32a5-ad46-41f9-b113-08eb8a9b4ec9,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1246,,,,,
10/4/2020 0:00,7888,3,217,32,0,1.382488479,Zimbabwe,,3,0,228,6359,,149,e076f336-94d4-4636-91dd-5b26d0d027dc,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1301,,,,,
10/3/2020 0:00,7885,27,421,5,0,6.413301663,Zimbabwe,,22,5,228,6327,,148,c1415b22-a5df-41ac-b7d3-465986b57744,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1330,,,,,
10/2/2020 0:00,7858,8,692,10,0,1.156069364,Zimbabwe,,6,2,228,6322,,147,28904481-df81-478c-81d5-c038dfa62159,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1308,,,,,
10/1/2020 0:00,7850,12,1039,9,0,1.154956689,Zimbabwe,,12,0,228,6312,,146,d3c0b8ba-ad60-404d-b7c6-20b31992f1e0,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1310,,,,,
9/30/2020 0:00,7838,1,467,181,0,0.214132762,Zimbabwe,,1,0,228,6303,,145,b25f79d6-34ee-432a-83f9-67dd8d7a934c,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1307,,,,,
9/29/2020 0:00,7837,21,467,10,0,4.496788009,Zimbabwe,,21,0,228,6122,,144,7314f9fe-99e2-4861-9d48-4ebac2f93bd8,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1487,,,,,
9/28/2020 0:00,7816,4,504,6,1,0.793650794,Zimbabwe,,4,0,228,6112,,143,5a65876b-5016-46f4-a454-ebf2c34a36ca,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1476,,,,,
9/27/2020 0:00,7812,9,238,39,0,3.781512605,Zimbabwe,,9,0,227,6106,,142,66a36afb-9532-4b8a-8c1a-8f75b0a4e703,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1479,,,,,
9/26/2020 0:00,7803,16,543,10,0,2.946593002,Zimbabwe,,16,0,227,6067,,141,3f21a435-a8b8-4ab1-81a5-2e585deb1870,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1509,,,,,
9/25/2020 0:00,7787,35,667,14,0,5.247376312,Zimbabwe,,16,18,227,6055,,140,dd9adbd0-3c37-4af6-b4bb-334200052a45,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1505,,,,,
9/24/2020 0:00,7752,27,721,36,0,3.74479889,Zimbabwe,,26,1,227,6043,,139,710df4da-b90b-4e83-b2bf-d3cdcaa97643,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1482,,,,,
9/23/2020 0:00,7725,14,630,28,1,2.222222222,Zimbabwe,,14,0,227,6007,,138,4c38d190-e361-4756-9505-e7bd5168837a,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1491,,,,,
9/22/2020 0:00,7711,5,637,31,0,0.784929356,Zimbabwe,,5,0,226,5979,,137,6c61e1fd-4e95-4cb5-ac90-ba70c859518e,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1506,,,,,
9/21/2020 0:00,7706,23,263,24,1,8.745247148,Zimbabwe,,23,0,226,5948,,136,864c49c3-da9b-4787-8c16-33aaa7a62513,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1532,,,,,
9/20/2020 0:00,7683,11,628,10,0,1.751592357,Zimbabwe,,11,0,225,5924,,135,3eba30d2-3fec-4d1d-9577-3b5e939b5e08,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1534,,,,,
9/19/2020 0:00,7672,25,539,31,1,4.638218924,Zimbabwe,,25,0,225,5914,,134,c515b832-bf52-4c08-af63-f04246981e6b,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1533,,,,,
9/18/2020 0:00,7647,14,755,42,0,1.854304636,Zimbabwe,,14,0,224,5883,,133,38fefb85-b378-4a34-8c99-b3a1cc44977c,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1540,,,,,
9/17/2020 0:00,7633,35,1011,18,0,3.461918892,Zimbabwe,,32,2,224,5841,,132,59a789d4-aa3f-432e-844a-ee83459f4477,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1568,,,,,
9/16/2020 0:00,7598,22,647,40,0,3.400309119,Zimbabwe,,21,1,224,5823,,131,8ff9609e-66cb-4d06-b2af-35cfcae0fa94,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1551,,,,,
9/15/2020 0:00,7576,45,404,93,0,11.13861386,Zimbabwe,,44,1,224,5783,,130,69d0bced-8ff0-4d42-b9c3-b04e0a6763cf,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1569,,,,,
9/14/2020 0:00,7531,5,349,12,0,1.432664756,Zimbabwe,,5,0,224,5690,,129,b6bc309a-82e4-4971-bdf8-9389003fa250,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1617,,,,,
9/13/2020 0:00,7526,18,367,3,0,4.904632153,Zimbabwe,,18,0,224,5678,,128,5df92cfe-414d-4b16-935d-2ea0423f1165,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1624,,,,,
9/12/2020 0:00,7508,29,1189,15,0,2.43902439,Zimbabwe,,29,0,224,5675,,127,42565827-caac-40a4-a6df-dddca807435d,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1609,,,,,
9/11/2020 0:00,7479,26,1051,25,2,2.473834443,Zimbabwe,,26,0,224,5660,,126,e7c598be-4e83-4ed0-bba8-865356ea21e0,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1595,,,,,
9/10/2020 0:00,7453,24,969,93,0,2.476780186,Zimbabwe,,20,4,222,5635,,125,d00028bf-77ce-4caa-9bbc-de73f9fb89d6,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1596,,,,,
9/9/2020 0:00,7429,41,1053,65,4,3.893637227,Zimbabwe,,23,18,222,5542,,123,9a9b3461-ff0c-4bfc-b2c2-ae900ac0cd61,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1665,,,,,
9/8/2020 0:00,7388,90,521,22,8,17.27447217,Zimbabwe,,90,0,218,5477,,122,731dda47-751b-46d5-babc-2cc10c63998d,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1693,,,,,
9/7/2020 0:00,7298,182,416,82,2,43.75,Zimbabwe,,163,18,210,5422,,121,7388c65d-775b-477f-9fab-331589819942,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1666,,,,,
9/6/2020 0:00,7116,139,665,13,1,20.90225564,Zimbabwe,,139,0,208,5373,,120,f5b0d82c-05a4-4b13-bd74-e5f5015a4f73,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1535,,,,,
9/5/2020 0:00,6977,140,629,15,1,22.25755167,Zimbabwe,,140,0,207,5360,,119,338edb77-b40b-493f-8f5d-ae693a6e3fbf,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1410,,,,,
9/4/2020 0:00,6837,159,919,82,0,17.30141458,Zimbabwe,,158,1,206,5345,,118,9ea9fcb0-8ec5-4fec-b00c-3c59b0e9b8f5,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1286,,,,,
9/3/2020 0:00,6678,40,1095,13,0,3.652968037,Zimbabwe,,5,35,206,5263,,117,eb31427e-023a-4c97-bf5c-50b0c803d38b,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1209,,,,,
9/2/2020 0:00,6638,79,939,9,3,8.413205538,Zimbabwe,,59,20,206,5250,,116,0dcea035-c3f0-4cf3-a11c-ff9c99ac9328,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1182,,,,,
9/1/2020 0:00,6559,62,1013,20,1,6.120434353,Zimbabwe,,51,11,203,5241,,115,fbbe4958-f3f1-4ef4-a4fe-a9c82f0e8d34,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1115,,,,,
8/31/2020 0:00,6497,85,836,160,6,10.16746411,Zimbabwe,,80,5,202,5221,,114,468426da-b0ba-4784-80c6-45f6d3652544,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1074,,,,,
8/30/2020 0:00,6412,6,602,5,0,0.996677741,Zimbabwe,,6,0,196,5061,,113,85143ef4-fdd5-4efe-8c4a-cd079014c4af,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1155,,,,,
8/29/2020 0:00,6406,18,1114,13,1,1.615798923,Zimbabwe,,18,0,196,5056,,112,e2f98b08-07f4-4b4f-ab7a-44fa629d5b3e,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1154,,,,,
8/28/2020 0:00,6388,96,1551,33,6,6.189555126,Zimbabwe,,76,20,195,5043,,111,71e6e247-d6f1-48e7-8e19-931361688d58,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1150,,,,,
8/27/2020 0:00,6292,41,951,9,10,4.311251314,Zimbabwe,,38,3,189,5010,,110,50d19473-c034-452f-a4e2-6aab0db65583,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1093,,,,,
8/26/2020 0:00,6251,55,878,40,13,6.264236902,Zimbabwe,,36,19,179,5001,,109,650a103f-feca-40ae-a416-d60629ce6198,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1071,,,,,
8/25/2020 0:00,6196,126,1574,11,11,8.005082592,Zimbabwe,,116,8,166,4961,,108,ba11491c-5cbc-4eb2-9675-1a19dd2f4b7d,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1069,,,,,
8/24/2020 0:00,6070,140,770,78,0,18.18181818,Zimbabwe,,134,5,155,4950,,107,3b3cce3f-da88-42b3-8fe3-89c06c19bc85,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,965,,,,,
8/23/2020 0:00,5930,37,852,243,2,4.342723005,Zimbabwe,,37,0,155,4872,,106,d5b1f301-4d09-4264-b816-18ee5e75e6d1,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,903,,,,,
8/22/2020 0:00,5893,78,1001,42,1,7.792207792,Zimbabwe,,78,0,153,4629,,105,9d9b69ea-1f4e-48be-bcec-4de279fa3c5e,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1111,,,,,
8/21/2020 0:00,5815,70,1810,62,1,3.867403315,Zimbabwe,,70,0,152,4587,,260,21555d13-82c4-4614-b4b4-18906223cae9,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1076,,,,,
8/20/2020 0:00,5745,102,1256,83,1,8.121019108,Zimbabwe,,102,0,151,4525,,259,6a52f089-b6be-4b24-ba6b-116a41a0ef64,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1069,,,,,
8/19/2020 0:00,5643,265,1618,337,9,16.37824475,Zimbabwe,,254,11,150,4442,,258,8bb999b6-3036-430f-ab15-96d37780c5bc,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1051,,,,,
8/18/2020 0:00,5378,70,1229,257,6,5.695687551,Zimbabwe,,67,3,141,4105,,257,7f071089-fd3a-4e0f-bc04-ff1fdfb96b4b,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1132,,,,,
8/17/2020 0:00,5308,47,898,1756,3,5.233853007,Zimbabwe,,42,5,135,3848,,256,c838b054-bf43-436b-b6a5-d1a03b1f34e6,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1325,,,,,
8/16/2020 0:00,5261,85,1546,45,2,5.498059508,Zimbabwe,,81,4,132,2092,,255,b245bf37-ae9b-4d01-a013-5eaed7656c93,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,3037,,,,,
8/15/2020 0:00,5176,104,1389,49,2,7.487401008,Zimbabwe,,104,0,130,2047,,254,d2fde822-ca4a-4d60-beb0-9ca50ca93d22,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2999,,,,,
8/14/2020 0:00,5072,82,1211,71,0,6.771263419,Zimbabwe,0,82,0,128,2047,,253,73270b52-36cf-48cf-b146-4ceeab9452a8,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2897,,,,,
8/13/2020 0:00,4990,97,1108,307,6,8.754512635,Zimbabwe,0,97,0,128,1998,,252,6e67107b-77da-456b-b539-bbecaae3785c,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2864,,,,,
8/12/2020 0:00,4893,75,1411,76,18,5.315379164,Zimbabwe,,74,1,122,1927,,251,b154d4c2-3736-4c77-af7d-cffdbb3c00e0,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2844,,,,,
8/11/2020 0:00,4818,70,1795,20,0,3.899721448,Zimbabwe,0,70,0,104,1620,,250,c3d10d76-8f7b-4635-9651-5269372095ea,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,3094,,,,,
8/10/2020 0:00,4748,99,2816,87,0,3.515625,Zimbabwe,,68,31,104,1544,,249,3a5c1de1-4256-4854-a843-ff20a9925ab2,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,3100,,,,,
8/9/2020 0:00,4649,74,1293,21,2,5.723124517,Zimbabwe,4,57,17,104,1524,,248,9be70c06-5e29-41d7-96ef-f3a46bacd4bc,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,3021,,,,,
8/8/2020 0:00,4575,124,1212,71,0,10.2310231,Zimbabwe,213,118,6,102,1437,,247,4213667f-9ee8-467f-9870-30a8b5244297,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,3036,,,,,
8/7/2020 0:00,4451,56,961,81,5,5.827263267,Zimbabwe,1575,54,2,102,1416,,246,7fd13852-1f43-4f9d-900a-c047c30a9fc7,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2933,,,,,
8/6/2020 0:00,4395,56,768,0,13,7.291666667,Zimbabwe,1503,54,2,97,1345,,245,aeac03ed-292b-4789-8484-0b206195e7a9,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2953,,,,,
8/5/2020 0:00,4339,118,1660,26,3,7.108433735,Zimbabwe,138,117,1,84,1264,,244,6302b427-d647-478f-9196-7917ea6f6377,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2991,,,,,
8/4/2020 0:00,4221,146,1080,181,1,13.51851852,Zimbabwe,1533,146,0,81,1264,,243,f3493698-e5d4-4d4e-bd23-a739866a12ea,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2876,,,,,
8/3/2020 0:00,4075,154,1449,41,10,10.62801932,Zimbabwe,2150,154,,80,1238,,242,fe0c2a36-620b-409f-8ebe-60a9be136d59,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2757,,,,,
8/2/2020 0:00,3921,262,1608,5,1,16.29353234,Zimbabwe,66,234,28,70,1057,,241,5e24a449-7287-429f-ac2d-c904b9d7f07f,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2794,,,,,
8/1/2020 0:00,3659,490,1445,7,2,33.9100346,Zimbabwe,55,485,5,69,1016,,240,8c25606b-8904-4b1e-88a4-740ace98bebb,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2574,,,,,
7/31/2020 0:00,3169,77,1001,80,14,7.692307692,Zimbabwe,135,67,10,67,1011,,239,22394796-65fe-4ad3-a113-2d5abb675b4e,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2091,,,,,
7/30/2020 0:00,3092,213,1340,37,12,15.89552239,Zimbabwe,1851,205,8,53,1004,,238,71f54c3d-a21a-423a-8dcf-148820ee65f3,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2035,,,,,
7/29/2020 0:00,2879,62,1791,283,1,3.46175321,Zimbabwe,68917,1837,1042,41,924,,237,98ae9876-6a5f-4ad2-9243-b9f1a139315d,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1914,,,,,
7/28/2020 0:00,2817,113,1169,62,4,9.666381523,Zimbabwe,,,,40,887,,236,e8c25dc1-c35c-4c2f-ac38-24616f82050f,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1890,,,,,
7/27/2020 0:00,2704,192,1485,24,2,12.92929293,Zimbabwe,,,,36,604,,235,dc281485-215c-44fd-87ac-c104f108ee75,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,2064,,,,,
7/26/2020 0:00,2512,78,1339,0,0,5.825242718,Zimbabwe,,,,34,542,,234,67a31ea4-47a1-4778-9f79-d1ff42469077,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1936,,,,,
7/25/2020 0:00,2434,138,2096,4,2,6.583969466,Zimbabwe,,,,34,518,,233,6119452f-cb85-493f-9063-e71e5fed6dd2,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1882,,,,,
7/24/2020 0:00,2296,172,1055,4,4,16.30331754,Zimbabwe,,,,32,514,,232,46912a21-e0a5-49c0-9ee2-c8b3c4423e1b,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1750,,,,,
7/23/2020 0:00,2124,90,1248,0,2,7.211538462,Zimbabwe,,,,28,510,,231,a91c40bb-23b6-4f97-a87f-6d6657b6ac18,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1586,,,,,
7/22/2020 0:00,2034,214,1076,22,0,19.88847584,Zimbabwe,,,,26,510,,230,4e27e744-6f52-421f-80d2-84b23203a973,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1498,,,,,
7/21/2020 0:00,1820,107,592,16,0,18.07432432,Zimbabwe,,,,26,488,,229,781b7c90-7a14-48bd-bdff-417df718769a,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1306,,,,,
7/20/2020 0:00,1713,102,502,0,1,20.3187251,Zimbabwe,,,,26,472,,228,9a6d54b9-0894-47ac-9fb9-43733462eb5b,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1215,,,,,
7/19/2020 0:00,1611,133,802,30,0,16.58354115,Zimbabwe,,,,25,472,,227,ee3c3b09-22a8-4e6d-949d-d248ca50ca21,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1114,,,,,
7/18/2020 0:00,1478,58,541,1,0,10.72088725,Zimbabwe,,,,25,439,,226,107d1c69-a339-4ca8-955d-d16b50116079,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,1014,,,,,
7/17/2020 0:00,1420,58,979,13,0,5.924412666,Zimbabwe,,,,24,438,,225,ba90fca1-fa11-49ab-a88b-af87d7ab0744,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,958,,,,,
7/16/2020 0:00,1362,273,492,30,0,55.48780488,Zimbabwe,,,,23,425,,224,d3bbfd28-319e-43b9-9184-4c767de1d920,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,914,,,,,
7/15/2020 0:00,1089,25,603,0,0,4.145936982,Zimbabwe,,,,20,395,,223,13fac233-377b-4dc8-a5b0-d4c779d673a9,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,674,,,,,
7/14/2020 0:00,1064,30,693,52,1,4.329004329,Zimbabwe,,,,20,343,,222,3af7a02b-6557-4237-b31f-e3bfb4cafb27,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,701,,,,,
7/13/2020 0:00,1034,49,412,0,1,11.89320388,Zimbabwe,,,,19,343,,221,ffe4215d-79e3-4cd8-8f04-793d5fa25a51,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,672,,,,,
7/12/2020 0:00,985,3,517,8,0,0.580270793,Zimbabwe,,,,18,328,,220,1a87e0a9-48e4-4d5a-9d91-dd7a8f558b22,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,639,,,,,
7/11/2020 0:00,982,40,394,0,5,10.15228426,Zimbabwe,,,,18,320,,219,fc4d668e-208a-4c4f-a6f3-4bb51b89f32c,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,644,,,,,
7/10/2020 0:00,942,16,659,14,1,2.427921093,Zimbabwe,,,,13,320,,218,cfa78a88-e23a-4157-b6b8-a64d5037587d,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,609,,,,,
7/9/2020 0:00,926,41,580,100,3,7.068965517,Zimbabwe,,,,12,306,,217,2aadd4ba-9165-44a1-8af0-dfb3ef79e3d5,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,608,,,,,
7/8/2020 0:00,885,98,606,5,0,16.17161716,Zimbabwe,,,,9,206,,216,e1039505-e879-49e8-8e36-a593f1df40e6,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,670,,,,,
7/7/2020 0:00,787,53,592,4,0,8.952702703,Zimbabwe,,,,9,201,,215,bf83a6b6-1fa7-4bf1-96cf-9aa4af19cc6f,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,577,,,,,
7/6/2020 0:00,734,18,312,16,1,5.769230769,Zimbabwe,,,,9,197,,214,2d5426ee-da20-465b-959d-80559a7599f6,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,528,,,,,
7/5/2020 0:00,714,18,411,0,0,4.379562044,Zimbabwe,,,,8,181,,213,a158d6d1-2cf1-4aaa-a1d7-3d3b9739c584,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,525,,,,,
7/4/2020 0:00,698,73,733,5,1,9.959072306,Zimbabwe,,,,8,181,,212,f6a1601b-c4d7-49b2-b617-7905939cb5fe,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,509,,,,,
7/3/2020 0:00,623,8,499,3,0,1.603206413,Zimbabwe,,,,7,176,,211,a753fe02-66f5-402d-b5d0-ab6d2744f821,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,440,,,,,
7/2/2020 0:00,615,12,522,7,0,2.298850575,Zimbabwe,,,,7,173,,210,30abdeaf-64af-4d1c-a9b7-ea8aedfc162d,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,435,,,,,
7/1/2020 0:00,605,14,380,3,0,3.684210526,Zimbabwe,,,,7,166,,209,211b7acb-3e60-4f87-a5ae-6797f96d9088,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,432,,,,,
6/30/2020 0:00,583,,,,,,Zimbabwe,,,,7,162,,208,ea0f3b04-d078-4106-a8ba-1c045fa6a719,11/19/2020 17:18,surveyor_jr,2/2/2021 9:30,surveyor_jr,414,,,,,
