Date,Total-Cumulative-Cases,ObjectId,New-Cases,PCR,Recovered,Deaths,Daily-Positive-%age,Country,RDT,Local Transmissions,Imported Cases,GlobalID,Cum-Deaths,Cum-Recovery,CFR%
8/23/2020 12:00:00 AM,5930,209,37,852,243,2,4.34272300469484,,,37,0,7b95faad-e71e-43c5-8ee4-5d8bb2705ac3,155,4872,
8/24/2020 12:00:00 AM,6070,210,140,770,78,0,18.1818181818182,,,134,5,77689e4e-ec4b-4c5b-ad7e-feaa9f24d9ff,155,4950,
8/25/2020 12:00:00 AM,6196,211,126,1574,11,11,8.00508259212198,,,116,8,8697e3b0-ee48-481c-95dc-ddb70fe47639,166,4961,
8/26/2020 12:00:00 AM,6251,212,55,878,40,13,6.26423690205012,,,36,19,877d0ca9-11e7-41aa-ad3c-f34c92f1be24,179,5001,
8/27/2020 12:00:00 AM,6292,213,41,951,9,10,4.31125131440589,,,38,3,5a686119-6cb4-48f7-a13f-27e250b3999a,189,5010,
8/28/2020 12:00:00 AM,6388,214,96,1551,33,6,6.18955512572534,,,76,20,633e3a52-7b57-4b08-9dde-47fc2f7aa484,195,5043,
8/29/2020 12:00:00 AM,6406,215,18,1114,13,1,1.61579892280072,,,18,0,1f54cd54-2d24-4c55-997f-2fc46866b017,196,5056,
8/30/2020 12:00:00 AM,6412,216,6,602,5,0,0.996677740863787,,,6,0,a1de5a8b-35ec-4f34-bc5f-c121ef1e51cd,196,5061,
8/31/2020 12:00:00 AM,6497,217,85,836,160,6,10.1674641148325,,,80,5,9caf4c3c-68e0-453e-a719-2d4d92c8713f,202,5221,
9/1/2020 12:00:00 AM,6559,218,62,1013,20,1,6.12043435340573,,,51,11,c9d9bb1c-0cb7-4175-a11c-4b2da7f415c7,203,5241,
9/2/2020 12:00:00 AM,6638,219,79,939,9,3,8.41320553780618,,,59,20,7e7192e5-20f6-4c84-8711-be9b145bafe4,206,5250,
9/3/2020 12:00:00 AM,6678,220,40,1095,13,0,3.65296803652968,,,5,35,aa8afe82-8fd9-4820-8631-35ae4390f9c1,206,5263,
9/4/2020 12:00:00 AM,6837,221,159,919,82,0,17.3014145810664,,,158,1,740fa311-5386-4b77-ab3e-cf6ada237876,206,5345,
9/5/2020 12:00:00 AM,6977,222,140,629,15,1,22.2575516693164,,,140,0,f549f7f2-82e0-4491-a66f-775cc42a2500,207,5360,
9/6/2020 12:00:00 AM,7116,223,139,665,13,1,20.9022556390977,,,139,0,07ef3fb7-0a04-415a-9e53-8b68938a7991,208,5373,
9/7/2020 12:00:00 AM,,224,,,,,,,,,,2a7fa504-c03a-4141-9246-c77e4e812749,,,
9/8/2020 12:00:00 AM,,225,,,,,,,,,,fa838804-b5c0-48fd-a607-2b0d32617ee5,,,
9/9/2020 12:00:00 AM,,226,,,,,,,,,,3289e532-a02b-45f1-a701-6e6da4c9031c,,,
9/10/2020 12:00:00 AM,,227,,,,,,,,,,692a3baa-67c5-4921-974b-7613c0b55f7a,,,
9/11/2020 12:00:00 AM,,228,,,,,,,,,,dfe067b1-049e-4afb-9c1e-ee648909d2fd,,,
9/12/2020 12:00:00 AM,,229,,,,,,,,,,61ddfc6c-b274-4f17-9ddf-998f3b470501,,,
9/13/2020 12:00:00 AM,,230,,,,,,,,,,c703d311-db01-4056-a198-812dc284bccb,,,
9/14/2020 12:00:00 AM,,231,,,,,,,,,,24b59aa5-7de4-4568-98bb-43afb8d9ecc6,,,
9/15/2020 12:00:00 AM,,232,,,,,,,,,,da8c20e7-76b4-4c93-932e-38ed7d1c4caf,,,
9/16/2020 12:00:00 AM,,233,,,,,,,,,,19c3d3c9-8527-4307-8414-e6a0865a0c54,,,
9/17/2020 12:00:00 AM,,234,,,,,,,,,,d312912a-649f-4b10-99e6-9741f7b20bc9,,,
9/18/2020 12:00:00 AM,,235,,,,,,,,,,2b5a7456-6755-4acc-aa9b-572e223c2ee9,,,
9/19/2020 12:00:00 AM,,236,,,,,,,,,,5d579510-8ad5-4ef4-a8b0-9ee9f50e9ea5,,,
9/20/2020 12:00:00 AM,,237,,,,,,,,,,02b72ecd-fdbf-4c55-9286-33e4b39ae70c,,,
9/21/2020 12:00:00 AM,,238,,,,,,,,,,97b24a0e-00ae-4adc-9bba-855216be53e1,,,
9/22/2020 12:00:00 AM,,239,,,,,,,,,,93326a61-6399-4a01-b0cf-fcad65f0e3bf,,,
9/23/2020 12:00:00 AM,,240,,,,,,,,,,782cc1fb-0745-4a7f-a651-5ea133cd7647,,,
9/24/2020 12:00:00 AM,,241,,,,,,,,,,33546093-e605-4df2-94ce-29f57f65c323,,,
9/25/2020 12:00:00 AM,,242,,,,,,,,,,dc1e6ada-baa0-4c58-aa73-cb16af47cc8b,,,
9/26/2020 12:00:00 AM,,243,,,,,,,,,,8354b7f0-2abe-4f5e-9cdd-0adc8df43b2d,,,
9/27/2020 12:00:00 AM,,244,,,,,,,,,,e60854c6-cd0e-41f3-a353-c27501623f99,,,
9/28/2020 12:00:00 AM,,245,,,,,,,,,,4f3f231f-c096-4984-8a9a-13d7d7d8210c,,,
9/29/2020 12:00:00 AM,,246,,,,,,,,,,71a9c3e5-f5cb-4372-b759-3fd30de2ccd0,,,
9/30/2020 12:00:00 AM,,247,,,,,,,,,,c57ca5a2-1752-4d0c-95e8-d450bcfba352,,,
10/1/2020 12:00:00 AM,,248,,,,,,,,,,eec7d8b8-e0c1-4695-bea5-7297a5b95e77,,,
10/2/2020 12:00:00 AM,,249,,,,,,,,,,298a8566-285b-4bae-98ec-a948f6e78f6e,,,
10/3/2020 12:00:00 AM,,250,,,,,,,,,,4581e7d8-1671-4a1f-9f7d-079110ab35d5,,,
10/4/2020 12:00:00 AM,,251,,,,,,,,,,72456ab3-2471-4b8e-8cfb-57cc92f90903,,,
10/5/2020 12:00:00 AM,,252,,,,,,,,,,a451e059-c6cc-4149-80e0-137f8eab277b,,,
10/6/2020 12:00:00 AM,,253,,,,,,,,,,92d9cd91-f4d0-49ca-8a07-0a9f9af560dd,,,
10/7/2020 12:00:00 AM,,254,,,,,,,,,,1f7f9738-b38b-46cf-b539-3e9008c88d87,,,
10/8/2020 12:00:00 AM,,255,,,,,,,,,,15282948-1cc5-4bc9-9742-1ec0cf2aba9d,,,
10/9/2020 12:00:00 AM,,256,,,,,,,,,,20491c65-2715-429c-8566-6e58d7b0a70f,,,
10/10/2020 12:00:00 AM,,257,,,,,,,,,,ba030c23-0219-41e1-806d-358a53c630ee,,,
10/11/2020 12:00:00 AM,,258,,,,,,,,,,96d9f8ed-b07b-46c9-8d93-df40acb1f1f3,,,
10/12/2020 12:00:00 AM,,259,,,,,,,,,,af1ff0aa-5ea6-4577-bb8e-3fddaf4a6a38,,,
