,OBJECTID,NAME_0,NAME_1,TYPE_1,NL_NAME_1,population,CreationDate,Creator,EditDate,Editor,Shape__Area,Shape__Length,GlobalID,first_dose,second_dose,third_dose,target_16,first_dose_covrg,second_dose_cvrg,SHAPE
0,1,Zimbabwe,Bulawayo,City,Bulawayo,1200337.0,2021-02-18 09:25:35.858000040,surveyor_jr,2022-01-14 09:54:42.940000057,surveyor_jr,522634616.033203,124667.118682399,6e60cc24-8022-4719-8cbf-efc62a888a8d,291251,255388,,495564,58.7716218288657,51.5348168954968,"{'rings': [[[3185190.207373, -2300994.04288488], [3184227.31314404, -2299752.19091878], [3181357.52731158, -2299820.75300816], [3178415.33872658, -2299274.75181464], [3177062.61569688, -2303788.2895929], [3172479.79117298, -2300986.57531954], [3172594.44672617, -2300062.87228668], [3172757.9370483, -2299682.72381755], [3172921.42737043, -2299303.48832238], [3173247.77100157, -2298815.6526147], [3173573.90229501, -2298219.22530428], [3174007.04548481, -2297679.38022473], [3174388.80595331, -2296974.84506454], [3174391.14156796, -2296539.55794451], [3174126.15982947, -2296101.79269393], [3173858.63023874, -2295882.57453982], [3173270.27739676, -2295551.37677825], [3172894.88665896, -2295438.49040332], [3172413.75805104, -2295109.11047165], [3172147.92706184, -2294616.86118916], [3172260.45933809, -2293909.95458471], [3172265.97981809, -2293094.04809482], [3172268.10309502, -2292877.12756094], [3171895.26020947, -2292438.31801453], [3171141.71854393, -2292703.8644319], [3170064.16876179, -2293185.20533132], [3169147.98602484, -2293612.27012528], [3168823.97800834, -2293773.55297337], [3168393.17033307, -2293932.57513908], [3167800.99571273, -2294091.37245083], [3167156.37678268, -2294085.49111965], [3166622.16685193, -2293754.77798847], [3166141.25058171, -2293423.84466457], [3165605.76672484, -2293201.71763182], [3164746.06251378, -2293194.93174143], [3163940.28887624, -2293242.43323976], [3163563.19953692, -2293402.35569105], [3163025.3800654, -2293452.34585899], [3162326.19354871, -2293608.8769978], [3161681.78695636, -2293602.54338904], [3160771.1246994, -2293268.21972404], [3160344.77591572, -2292829.62710729], [3160242.43524865, -2292176.16816551], [3160353.69359878, -2291633.10688258], [3160680.03722992, -2291092.32327411], [3161381.13468586, -2290717.56110098], [3162350.82332094, -2290236.05819641], [3163213.50005966, -2289862.67026391], [3163808.01029464, -2289378.92815789], [3164028.40371796, -2288619.07824956], [3163762.36039106, -2288290.49800559], [3163549.61072468, -2287907.65178606], [3163231.33542577, -2287470.09056448], [3163236.85580566, -2286708.96211243], [3163726.68975894, -2285842.49871877], [3164108.66256514, -2284975.84957362], [3164327.78206233, -2284379.64205068], [3164498.06679058, -2283130.31355401], [3164340.30928616, -2282694.22135487], [3163708.85449293, -2280948.37269656], [3163286.96460083, -2280020.46993193], [3163081.00924047, -2278822.28922814], [3162925.16267528, -2278060.6110354], [3162987.79849405, -2276864.59062352], [3163204.58247671, -2276649.21563963], [3163527.31656709, -2276489.21147713], [3163903.55655559, -2276438.36306085], [3164815.06816337, -2276499.83316998], [3165830.40670204, -2277051.71794675], [3167272.09392428, -2278151.69444091], [3168180.63300441, -2278702.72406092], [3168983.22177659, -2279035.65512498], [3169998.34797755, -2279587.8411504], [3171281.85301995, -2280305.05198149], [3172514.18777888, -2280695.87910491], [3173211.03878104, -2280701.75629687], [3173912.34847457, -2280272.72829832], [3174831.92841459, -2279137.59243443], [3175318.3651648, -2278652.77362415], [3175857.03388702, -2278439.63814878], [3176661.95827385, -2278391.04449222], [3177789.61675105, -2278400.53722579], [3178487.52924152, -2278242.77818564], [3179187.77734664, -2277867.14522419], [3179833.24562751, -2277600.68102959], [3180640.50552888, -2277280.65783247], [3181446.49160423, -2277232.06720173], [3181874.11421392, -2277507.11432054], [3181871.77869938, -2277834.14781328], [3181601.27658101, -2278212.04017465], [3181328.43884799, -2278862.52121653], [3181163.67459974, -2279405.43489386], [3181213.7832948, -2279949.26850784], [3181264.74124057, -2280383.9400801], [3181261.76871292, -2280873.77713433], [3180991.26659455, -2281306.20966735], [3180988.9309799, -2281578.8304938], [3181093.60726162, -2281905.93559271], [3181505.51788224, -2282375.24077693], [3181573.46194342, -2282452.32913383], [3182055.43990216, -2282619.16662101], [3182860.15195129, -2282625.49647782], [3183504.98321904, -2282630.47006007], [3183878.88769301, -2282850.66177248], [3184412.24827294, -2283561.66825313], [3184998.69007558, -2284056.11075465], [3185962.64599306, -2284443.62545461], [3186676.27057271, -2284629.69865958], [3186821.07627801, -2284667.90837145], [3187465.48287036, -2284563.45366897], [3187950.85803216, -2284294.4064492], [3188489.73909209, -2283863.71301777], [3188706.73531234, -2283539.28644772], [3188922.66994418, -2283323.6080524], [3189193.17206255, -2282944.25526766], [3189677.48553584, -2282838.6799469], [3189998.09644938, -2282950.13317077], [3190315.31005977, -2283768.08002908], [3190311.063606, -2284638.06415644], [3190306.39247682, -2285345.52147254], [3190304.48153758, -2285726.27983452], [3190677.11198532, -2286163.79991313], [3191642.12949122, -2286496.8648304], [3192124.31978767, -2286554.97648887], [3192715.4328196, -2286558.14208817], [3192981.47614651, -2286941.41281706], [3192977.86660574, -2287485.46717251], [3192705.24121043, -2288353.5904027], [3192268.91315527, -2289438.17967542], [3191889.2758636, -2290088.14960308], [3191564.20615857, -2290576.65966154], [3191453.79715927, -2290955.94243202], [3191343.81273526, -2291499.21003729], [3191287.33430949, -2291988.88830953], [3191872.71452371, -2292808.36502984], [3192943.46989974, -2293360.05634986], [3193746.27100963, -2293909.95458471], [3194441.84798557, -2294404.67331061], [3194922.76425578, -2294843.30328456], [3195188.80758268, -2295334.65365058], [3195131.9044815, -2295878.95485891], [3194858.21749777, -2296692.49549635], [3194478.5802061, -2297343.62533949], [3193883.0083827, -2298045.91208452], [3193180.63700064, -2298749.13055306], [3191996.28775996, -2299122.01915419], [3191081.16661142, -2299495.59415334], [3190327.62494588, -2299762.59965997], [3189412.71613505, -2299973.71774634], [3188713.31738075, -2300132.56711489], [3187798.40856992, -2300289.38117445], [3187530.02972848, -2300341.42656139], [3185190.207373, -2300994.04288488]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
1,2,Zimbabwe,Harare,City,Harare,2123132.0,2021-02-18 09:25:35.858000040,surveyor_jr,2022-01-14 09:54:42.940000057,surveyor_jr,995733617.75293,155465.824511676,69dd15f7-072e-41a5-9eed-3bde3a201636,691959,526483,,1681783,41.1443688038231,31.3050494623861,"{'rings': [[[3460758.22145582, -1998520.20022914], [3463191.67923313, -1998612.67640267], [3463774.93617041, -1998823.03352257], [3463890.65341213, -2000269.29575132], [3464055.41766037, -2001178.3302406], [3464432.71933741, -2002033.69215407], [3465440.41411913, -2002349.28008839], [3466496.73143222, -2002182.1248415], [3467399.32525682, -2002658.8549221], [3468616.16036439, -2002758.03577128], [3470200.31777739, -2002318.74627928], [3471204.40301836, -2002259.46178333], [3472582.605071, -2002624.97761763], [3472847.58680949, -2002730.17596316], [3473231.47055494, -2004495.89390446], [3473453.13790437, -2005781.38201018], [3473306.20902223, -2007282.2952068], [3472837.18286261, -2008304.88611646], [3472579.20786794, -2009110.15302341], [3472532.49637594, -2009860.60418184], [3472750.76662242, -2010717.43553777], [3473496.45229342, -2011409.52593308], [3473871.63069351, -2012050.13120688], [3473931.71866005, -2012907.05237036], [3473676.92853074, -2014141.54455673], [3473679.05180768, -2014410.48444876], [3474009.6419927, -2016177.18903313], [3474334.71169773, -2017193.30149718], [3474871.25714301, -2017994.45059837], [3475247.49713151, -2018742.76776454], [3475516.93766147, -2019331.18025768], [3475627.13442319, -2019920.50168648], [3475681.48967213, -2020134.41921958], [3475633.9288293, -2020723.76339887], [3475319.89998416, -2021262.93199168], [3474686.53435181, -2021535.31002916], [3474108.79779441, -2022022.2978724], [3473686.0585515, -2022078.51522526], [3473369.90652953, -2022348.44993896], [3473214.69687734, -2022886.32213058], [3473114.4793871, -2023584.61752836], [3473120.2122048, -2024335.59001284], [3473123.60940786, -2024817.51187122], [3473129.12988786, -2025515.87210345], [3472870.09330478, -2026106.70768992], [3472608.08409394, -2026592.24070885], [3472239.91243768, -2026862.68051091], [3471605.2727791, -2026920.9192184], [3470967.23591746, -2026602.7280893], [3470435.14926365, -2026391.86776296], [3470012.19768303, -2026448.32009105], [3469643.81368906, -2026772.08725588], [3469118.30910366, -2027258.97477374], [3468592.80451827, -2027745.65056369], [3468170.91462617, -2028069.88420388], [3467802.53063221, -2028286.34040496], [3467274.90276987, -2028612.59102005], [3467171.28817668, -2028988.16482291], [3467172.3497651, -2029149.73289712], [3467390.62001158, -2029899.79108247], [3467660.06054154, -2030594.75169158], [3467719.08681955, -2031292.41389111], [3467778.11319767, -2032150.12865773], [3467834.80406126, -2032632.90188933], [3467838.20126433, -2033008.77184457], [3467581.07552036, -2034030.39610311], [3467426.29054359, -2034675.27070528], [3467323.73753882, -2035158.54927209], [3467273.84118145, -2035427.76154955], [3467068.94750962, -2036448.3892354], [3465586.06907515, -2036511.5661923], [3464367.11089087, -2036519.82606054], [3463700.41014093, -2036470.48994355], [3463600.19265069, -2036986.62766548], [3463994.48034302, -2038266.08853434], [3464107.86197009, -2038693.41169852], [3464486.22523553, -2039062.24746949], [3465024.04460692, -2039480.87949853], [3465934.49462629, -2039947.07822493], [3466093.95073224, -2039944.62223423], [3465415.78444701, -2040652.87126843], [3464838.04788962, -2040985.34600021], [3464262.64694686, -2041477.92735326], [3463795.31938877, -2041774.46442766], [3463613.56912523, -2042054.25817126], [3462927.75918317, -2042433.64939934], [3462185.25837752, -2042438.33876167], [3461389.46391134, -2042336.28877946], [3460543.34851251, -2042556.69060574], [3460069.22664841, -2042882.05004925], [3459594.89234649, -2043313.93527357], [3459173.2147921, -2043637.96680355], [3458750.05087378, -2043749.62599644], [3458379.11902756, -2043858.60600424], [3458009.67334507, -2043968.47982232], [3457638.95373645, -2043970.71306349], [3456623.82753549, -2042902.81792626], [3455395.73933045, -2041621.05961378], [3454220.73234812, -2040340.2741187], [3453680.57736207, -2039848.61300836], [3453048.27321802, -2039272.79042967], [3452036.54422012, -2038634.69338836], [3450757.07329378, -2037568.41418231], [3449267.82522872, -2036717.8414755], [3447726.13285395, -2035867.75040484], [3446501.44175185, -2035069.70561391], [3445066.33659803, -2034272.58445634], [3444108.11349825, -2033633.74900866], [3443416.78297608, -2033207.86971049], [3442619.50234619, -2032782.89193114], [3441822.8586293, -2032518.40120127], [3441396.50994574, -2032091.20573483], [3440758.4730841, -2031665.35808656], [3440331.27494959, -2031076.81905728], [3440066.08097351, -2031079.05090403], [3441071.44024071, -2030857.87878653], [3442285.93963351, -2030368.67493628], [3443449.05640514, -2029987.49672912], [3444189.22169625, -2029715.00774071], [3444768.23217977, -2029228.95523232], [3444979.70792002, -2029012.71235902], [3445080.77466097, -2028421.79397449], [3444811.75880642, -2027725.56739369], [3444384.13609662, -2027138.47908397], [3443850.98785441, -2026443.63424981], [3443422.51579379, -2025748.81279262], [3442625.4475016, -2025377.09060742], [3441617.96495746, -2025061.15434981], [3440926.6345354, -2024635.22808773], [3440128.50455469, -2024102.88830012], [3439702.15577101, -2023622.09849436], [3439697.69697954, -2022977.56775519], [3440012.78731298, -2022493.45765751], [3440539.56592461, -2021900.71719083], [3441118.15173272, -2021414.84754644], [3441537.70611027, -2020715.73290744], [3441798.22895718, -2020123.93520898], [3441796.10568024, -2019748.52158547], [3441581.23273693, -2019320.47358292], [3441261.68351191, -2018893.32663994], [3440624.92057638, -2018681.87543849], [3440146.3398207, -2018362.9181942], [3439718.92944861, -2017828.50851742], [3439767.76421755, -2017077.77091534], [3440132.96334617, -2016270.63539862], [3440393.48619307, -2015465.09232808], [3440283.28953147, -2014875.89691858], [3440279.89232841, -2014286.49513775], [3440489.24479173, -2013910.29473332], [3441123.8844503, -2013852.76146707], [3442076.5871702, -2013794.33632074], [3443028.44043916, -2013735.91133797], [3443821.04993988, -2013355.92998441], [3444135.92803572, -2012979.52324811], [3444290.7130125, -2012387.94528589], [3444446.5596778, -2011958.93353711], [3445075.46651868, -2010989.67581455], [3445811.38525592, -2010182.10691087], [3446549.42727009, -2009749.57319663], [3447339.70115615, -2009261.98007235], [3448023.17558368, -2008615.6637452], [3448231.46645858, -2007916.53204575], [3448280.51356523, -2007380.16040072], [3448223.61046405, -2006844.91717837], [3448169.04297752, -2006469.74231178], [3448165.85801205, -2005988.4672286], [3448269.26036764, -2005665.91441614], [3448900.50282316, -2005019.70910998], [3449431.52788856, -2005337.34805861], [3449750.86477588, -2005711.38802225], [3450177.21355956, -2006137.819634], [3450657.06824136, -2006778.0406178], [3451294.8927653, -2007203.82513474], [3452407.05149103, -2007250.41667498], [3452935.74094178, -2007248.18748676], [3453517.93629065, -2007244.62065995], [3453836.42392727, -2007349.8422011], [3454099.07005111, -2007187.32857455], [3454307.1485883, -2006595.91448305], [3454568.94546144, -2006273.35220962], [3455044.12901406, -2006056.01004891], [3455573.0307024, -2006053.78088274], [3455733.33615918, -2006266.44181814], [3456000.44117461, -2006640.49837512], [3456530.40455148, -2006744.37948315], [3457429.81351073, -2006739.69807006], [3458064.24093172, -2006735.01676313], [3458803.34453431, -2006462.83185549], [3459277.67873611, -2006138.71124095], [3459432.46371289, -2005655.2147461], [3459694.0481482, -2005225.22647603], [3460167.10842389, -2004740.19077624], [3460587.93672757, -2004415.20527893], [3460581.14242156, -2003451.20035099], [3460469.88407144, -2002700.75605688], [3460358.62572131, -2001951.89868918], [3460300.6609316, -2001201.73079249], [3460295.1404516, -2000397.88194597], [3460291.74324855, -1999969.11574894], [3460394.29625332, -1999486.65277154], [3460758.22145582, -1998520.20022914]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
