PROVINCE,NUMBER_OF_CASES,RECOVERED,DEATHS,ACTIVE_CASES,POPULATION,ObjectId,Region,Country,X,Y,GlobalID,cases_per_100k,deaths_per_100K,CreationDate,Creator,EditDate,Editor
Matebeleland North,"813","511","7","295","749017","9",Matabeleland North,ZWE,27.395881687,-18.8452182149999,a58ca9eb-8590-46a7-89c6-f0042e8c7786,108.542262725679,0.934558227650374,2020/10/12 11:40:20,surveyor_jr,2021/01/11 21:23:29,surveyor_jr
Matebeleland South,"1770","1235","12","523","683893","10",Matabeleland South,ZWE,28.9903880460001,-21.00874349,4002703d-b83f-444f-80fa-dab443480731,258.81241656224,1.75466045126942,2020/10/12 11:40:20,surveyor_jr,2021/01/11 21:23:29,surveyor_jr
Mashonaland Central,"772","350","16","406","1152520","4",Mashonaland Central,ZWE,31.1929277470001,-16.702765939,6e054a2b-8657-447f-a428-4b280cc7492a,66.9836532120918,1.38826224273765,2020/10/12 11:40:20,surveyor_jr,2021/01/11 21:23:29,surveyor_jr
Midlands ,"1508","1063","20","425","1614941","7",Midlands,ZWE,29.4623281940001,-18.982455676,540d98b2-0def-430b-b890-0e8f465c17aa,93.3780243364928,1.23843533602776,2020/10/12 11:40:20,surveyor_jr,2021/01/11 21:23:29,surveyor_jr
Masvingo,"1340","806","29","505","1485090","8",Masvingo,ZWE,31.240226331,-20.788696274,1e65b084-330c-488e-89d8-596877afa78a,90.2302217374031,1.95274360476469,2020/10/12 11:40:20,surveyor_jr,2021/01/11 21:23:29,surveyor_jr
Mashonaland East,"1471","692","31","748","1344955","5",Mashonaland East,ZWE,31.693235175,-17.985081387,ad275413-3776-48df-972a-5a8bf1f21da8,109.371689015618,2.3049098296969,2020/10/12 11:40:20,surveyor_jr,2021/01/11 21:23:29,surveyor_jr
Mashonaland West,"1047","683","32","332","1501656","6",Mashonaland West,ZWE,29.7473862420001,-17.2018289439999,acf3551f-ab04-49c5-b56a-f5262d3d71c3,69.7230257795394,2.13098073060674,2020/10/12 11:40:20,surveyor_jr,2021/01/11 21:23:29,surveyor_jr
Manicaland,"1804","939","72","793","1752698","3",Manicaland,ZWE,32.3963183560001,-19.06493203,c945ce20-5748-4c20-88a1-2072b5c270e0,102.927030212849,4.10795242534652,2020/10/12 11:40:20,surveyor_jr,2021/01/11 21:23:29,surveyor_jr
Bulawayo,"4042","3255","120","667","1200676","1",Bulawayo,ZWE,28.56,-20.14,9647e09d-b00e-4b75-b91d-e4ebdbbbcdbc,336.643690720894,9.99436983832441,2020/10/12 11:40:20,surveyor_jr,2021/01/11 21:23:29,surveyor_jr
Harare,"7730","3679","189","3862","2123132","2",Harare,ZWE,31.0576808120001,-17.844411452,4fb9e50c-d315-47b1-8428-6f3bbecda9fb,364.084757801211,8.9019429785807,2020/10/12 11:40:20,surveyor_jr,2021/01/11 21:23:29,surveyor_jr
