PROVINCE,NUMBER_OF_CASES,RECOVERED,DEATHS,ACTIVE_CASES,POPULATION,ObjectId,Region,Country,X,Y,GlobalID,cases_per_100k,deaths_per_100K,CreationDate,Creator,EditDate,Editor,recent_cases,recent_deaths,recent_recoveries
Mat North,"1218","1021","15","182","749017","9",Matabeleland North,ZWE,27.395881687,-18.8452182149999,a58ca9eb-8590-46a7-89c6-f0042e8c7786,160.076473564685,1.86911645530075,2020/10/12 11:40:20,surveyor_jr,2021/02/27 21:16:45,surveyor_jr,,,
Mat South,"2172","2108","32","32","683893","10",Matabeleland South,ZWE,28.9903880460001,-21.00874349,4002703d-b83f-444f-80fa-dab443480731,308.820239423419,3.9479860153562,2020/10/12 11:40:20,surveyor_jr,2021/02/27 21:16:45,surveyor_jr,,,
Midlands ,"2398","2306","64","28","1614941","7",Midlands,ZWE,29.4623281940001,-18.982455676,540d98b2-0def-430b-b890-0e8f465c17aa,146.444978485282,3.83914954168604,2020/10/12 11:40:20,surveyor_jr,2021/02/27 21:16:45,surveyor_jr,,,
Masvingo,"2323","2234","66","23","1485090","8",Masvingo,ZWE,31.240226331,-20.788696274,1e65b084-330c-488e-89d8-596877afa78a,152.246665185275,4.44417510049896,2020/10/12 11:40:20,surveyor_jr,2021/02/27 21:16:45,surveyor_jr,,,
Mash Central,"1666","1562","82","22","1152520","4",Mashonaland Central,ZWE,31.1929277470001,-16.702765939,6e054a2b-8657-447f-a428-4b280cc7492a,141.602748759241,6.59424565300385,2020/10/12 11:40:20,surveyor_jr,2021/02/27 21:16:45,surveyor_jr,,,
Mash East,"2542","2357","116","69","1344955","5",Mashonaland East,ZWE,31.693235175,-17.985081387,ad275413-3776-48df-972a-5a8bf1f21da8,185.136305675655,8.10436036893428,2020/10/12 11:40:20,surveyor_jr,2021/02/27 21:16:45,surveyor_jr,,,
Mash West,"2029","1680","131","218","1501656","6",Mashonaland West,ZWE,29.7473862420001,-17.2018289439999,acf3551f-ab04-49c5-b56a-f5262d3d71c3,130.655756045326,8.39073662676405,2020/10/12 11:40:20,surveyor_jr,2021/02/27 21:16:45,surveyor_jr,,,
Manicaland,"3691","2937","188","566","1752698","3",Manicaland,ZWE,32.3963183560001,-19.06493203,c945ce20-5748-4c20-88a1-2072b5c270e0,207.508652374796,10.4981006425522,2020/10/12 11:40:20,surveyor_jr,2021/02/27 21:16:45,surveyor_jr,,,
Bulawayo,"5274","4973","203","98","1200676","1",Bulawayo,ZWE,28.56,-20.14,9647e09d-b00e-4b75-b91d-e4ebdbbbcdbc,427.509169834327,16.4907102332353,2020/10/12 11:40:20,surveyor_jr,2021/02/27 21:16:45,surveyor_jr,,,
Harare,"12745","11412","566","767","2123132","2",Harare,ZWE,31.0576808120001,-17.844411452,4fb9e50c-d315-47b1-8428-6f3bbecda9fb,583.147915438136,25.3399223411451,2020/10/12 11:40:20,surveyor_jr,2021/02/27 21:16:45,surveyor_jr,,,
